Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,15-24,0.033397,2.5844135863910003,0.05245459347296904
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,0.033397,-9.188867812852003,-0.010414178993241839
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,0.033397,-5.952652057625,-0.017397627137164622
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,0.033397,-31.945848751635,-0.020613096684697234
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,55-64,0.033397,-43.551336910081,-0.012227200725063657
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,65+,0.033397,-148.35753436595002,-0.018668250712010812
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Female,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Female,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Female,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Female,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Female,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,55-64,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,Male,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Female,15-24,0.003259,0.2023525581969999,0.000353522926817168
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Female,25-34,0.003259,-0.401892077954,-0.0011695038459611261
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Female,35-44,0.003259,-1.366378814426,-0.0016122909564203374
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Female,45-54,0.003259,-0.5589182555749999,-0.0006709988005768962
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Female,65+,0.003259,-105.83860124601802,-0.0015824627158442163
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,15-24,0.003259,0.25219642117700003,0.0051187088699106535
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,25-34,0.003259,-0.8966829416440002,-0.0010162532364875634
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,35-44,0.003259,-0.5808813083750001,-0.0016977233535952182
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,45-54,0.003259,-3.117391414845,-0.002011500496913743
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,55-64,0.003259,-4.249896906607,-0.001193174451686752
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Valongo,Male,65+,0.003259,-14.477264559650001,-0.0018217153957074959
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,15-24,0.00238,0.14777511153999992,0.00025817261915460566
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,25-34,0.00238,-0.29349590228,-0.0008540715413892238
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,35-44,0.00238,-0.9978464493200001,-0.001177432487352072
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,45-54,0.00238,-0.4081698214999999,-0.0004900206030601451
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,65+,0.00238,-77.29238139476001,-0.0011556493598371387
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,15-24,0.00238,0.18417535514,0.0037381181682685964
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,25-34,0.00238,-0.6548344280800001,-0.0007421548643266035
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,35-44,0.00238,-0.4242091175,-0.0012398225165868731
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,45-54,0.00238,-2.2765853229,-0.0014689693717872688
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,55-64,0.00238,-3.10363750774,-0.0008713578382983951
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,65+,0.00238,-10.572534413000001,-0.0013303720901453944
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Female,15-24,1e-06,6.209038299999997e-05,1.0847589040109479e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Female,25-34,1e-06,-0.000123317606,-3.5885358881900156e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Female,35-44,1e-06,-0.00041926321399999997,-4.947195325008706e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Female,45-54,1e-06,-0.00017149992499999994,-2.058910096891366e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Female,65+,1e-06,-0.032475790502,-4.855669579147641e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,15-24,1e-06,7.738460299999999e-05,1.5706378858271412e-06
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,25-34,1e-06,-0.00027514051600000005,-3.118297749271443e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,35-44,1e-06,-0.000178239125,-5.209338304986861e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,45-54,1e-06,-0.0009565484549999999,-6.172140217593566e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,55-64,1e-06,-0.0013040493729999999,-3.6611673878083825e-07
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,Male,65+,1e-06,-0.00444224135,-5.589798698089892e-07
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,15-24,0.000975,0.060538123424999965,0.00010576399314106743
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,25-34,0.000975,-0.12023466584999999,-0.0003498822490985265
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,35-44,0.000975,-0.40878163365,-0.0004823515441883488
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,45-54,0.000975,-0.16721242687499996,-0.00020074373444690818
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,65+,0.000975,-31.663895739450002,-0.000473427783966895
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,15-24,0.000975,0.07544998792499999,0.0015313719386814628
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,25-34,0.000975,-0.26826200310000003,-0.00030403403055396567
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,35-44,0.000975,-0.173783146875,-0.0005079104847362189
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,45-54,0.000975,-0.932634743625,-0.0006017836712153726
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,55-64,0.000975,-1.2714481386749998,-0.0003569638203113173
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,65+,0.000975,-4.33118531625,-0.0005450053730637644
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,15-24,0.073846,4.585126423017997,0.008010510602559246
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,25-34,0.073846,-9.106511932676,-0.02649990211992799
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,35-44,0.073846,-30.960911301044,-0.036533058597059284
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,45-54,0.073846,-12.664583461549997,-0.01520422750150398
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,65+,0.073846,-2398.207225410692,-0.03585717757417367
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,15-24,0.073846,5.714543393137999,0.11598532531679107
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,25-34,0.073846,-20.318026544536004,-0.023027381559269897
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,35-44,0.073846,-13.162246424749998,-0.038468879647005974
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,45-54,0.073846,-70.63727720793,-0.045578786650841446
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,55-64,0.073846,-96.29882999855798,-0.02703625669200978
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,65+,0.073846,-328.0417547321,-0.04127842746591461
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Female,15-24,0.002006,0.12455330829799993,0.00021760263614459618
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Female,25-34,0.002006,-0.24737511763599998,-0.0007198602991709172
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Female,35-44,0.002006,-0.841042007284,-0.0009924073821967463
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Female,45-54,0.002006,-0.3440288495499999,-0.00041301736543640803
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Female,65+,0.002006,-65.146435747012,-0.0009740473175770168
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,15-24,0.002006,0.155233513618,0.003150699598969245
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,25-34,0.002006,-0.5519318750960001,-0.0006255305285038515
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,35-44,0.002006,-0.35754768475,-0.0010449932639803644
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,45-54,0.002006,-1.91883620073,-0.0012381313276492692
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,55-64,0.002006,-2.6159230422379998,-0.0007344301779943615
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,Male,65+,0.002006,-8.9111361481,-0.0011213136188368323
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Female,15-24,7.4e-05,0.004594688341999997,8.027215889681015e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Female,25-34,7.4e-05,-0.009125502843999999,-2.6555165572606118e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Female,35-44,7.4e-05,-0.031025477835999998,-3.660924540506442e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Female,45-54,7.4e-05,-0.012690994449999996,-1.5235934716996108e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Female,65+,7.4e-05,-2.4032084971480003,-3.593195488569254e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,15-24,7.4e-05,0.005726460621999999,0.00011622720355120845
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,25-34,7.4e-05,-0.020360398184,-2.3075403344608677e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,35-44,7.4e-05,-0.01318969525,-3.8549103456902773e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,45-54,7.4e-05,-0.07078458567,-4.567383761019238e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,55-64,7.4e-05,-0.09649965360199998,-2.7092638669782032e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,Male,65+,7.4e-05,-0.32872585990000003,-4.1364510365865196e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,15-24,0.015625,0.9701622343749995,0.0016949357875171063
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,25-34,0.015625,-1.92683759375,-0.0056070873252969
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,35-44,0.015625,-6.55098771875,-0.007729992695326103
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,45-54,0.015625,-2.6796863281249994,-0.0032170470263927593
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,65+,0.015625,-507.43422659375005,-0.007586983717418189
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,15-24,0.015625,1.209134421875,0.024541216966049082
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,25-34,0.015625,-4.299070562500001,-0.00487234023323663
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,35-44,0.015625,-2.784986328125,-0.00813959110154197
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,45-54,0.015625,-14.946069609375,-0.009643969089989947
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,55-64,0.015625,-20.375771453124997,-0.005720574043450598
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,65+,0.015625,-69.41002109375,-0.008734060465765456
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,15-24,0.065012,4.036619979595998,0.0070522345867559755
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,25-34,0.065012,-8.017124201272,-0.023329789516300933
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,35-44,0.065012,-27.257140068568,-0.0321627062469466
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,45-54,0.065012,-11.149553124099997,-0.013385386321910149
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,65+,0.065012,-2111.3160921160243,-0.03156767906795464
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,15-24,0.065012,5.030927810236,0.1021103102333941
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,25-34,0.065012,-17.887435226192004,-0.020272677327563507
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,35-44,0.065012,-11.5876819945,-0.03386695018838058
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,45-54,0.065012,-62.18712815646,-0.04012631798261929
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,55-64,0.065012,-84.778857837476,-0.023801981421619857
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,65+,0.065012,-288.7989946462,-0.036340399296022
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,15-24,0.0,0.0,0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,25-34,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,35-44,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,45-54,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,55-64,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,65+,0.0,-0.0,-0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Female,15-24,7.3e-05,0.004532597958999998,7.91873999927992e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Female,25-34,7.3e-05,-0.009002185238,-2.6196311983787117e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Female,35-44,7.3e-05,-0.030606214622,-3.611452587256355e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Female,45-54,7.3e-05,-0.012519494524999997,-1.5030043707306971e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Female,65+,7.3e-05,-2.370732706646,-3.544638792777778e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,15-24,7.3e-05,0.005649076019,0.00011465656566538131
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,25-34,7.3e-05,-0.020085257668000005,-2.2763573569681536e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,35-44,7.3e-05,-0.013011456125,-3.8028169626404085e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,45-54,7.3e-05,-0.069828037215,-4.505662358843303e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,55-64,7.3e-05,-0.09519560422899999,-2.6726521931001193e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,Male,65+,7.3e-05,-0.32428361855,-4.080553049605621e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Female,15-24,7.4e-05,0.004594688341999997,8.027215889681015e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Female,25-34,7.4e-05,-0.009125502843999999,-2.6555165572606118e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Female,35-44,7.4e-05,-0.031025477835999998,-3.660924540506442e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Female,45-54,7.4e-05,-0.012690994449999996,-1.5235934716996108e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Female,65+,7.4e-05,-2.4032084971480003,-3.593195488569254e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,15-24,7.4e-05,0.005726460621999999,0.00011622720355120845
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,25-34,7.4e-05,-0.020360398184,-2.3075403344608677e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,35-44,7.4e-05,-0.01318969525,-3.8549103456902773e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,45-54,7.4e-05,-0.07078458567,-4.567383761019238e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,55-64,7.4e-05,-0.09649965360199998,-2.7092638669782032e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,Male,65+,7.4e-05,-0.32872585990000003,-4.1364510365865196e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Female,15-24,0.003211,0.19937221981299988,0.0003483160840779154
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Female,25-34,0.003211,-0.395972832866,-0.001152278873697814
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Female,35-44,0.003211,-1.346254180154,-0.0015885444188602953
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Female,45-54,0.003211,-0.5506862591749998,-0.0006611160321118175
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Female,65+,0.003211,-104.279763301922,-0.0015591555018643075
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Male,15-24,0.003211,0.24848196023299998,0.00504331825139095
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Male,25-34,0.003211,-0.8834761968760001,-0.0010012854072910604
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Male,35-44,0.003211,-0.572325830375,-0.001672718529731281
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),Male,45-54,0.003211,-3.071477089005,-0.001981874223869294
