County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Gondomar,União das freguesias de Laranjeiro e Feijó,Female,65+,-0.032475790502,-4.855669579147641e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,15-24,7.738460299999999e-05,1.5706378858271412e-06
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,25-34,-0.00027514051600000005,-3.118297749271443e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,35-44,-0.000178239125,-5.209338304986861e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,45-54,-0.0009565484549999999,-6.172140217593566e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,55-64,-0.0013040493729999999,-3.6611673878083825e-07
Gondomar,União das freguesias de Laranjeiro e Feijó,Male,65+,-0.00444224135,-5.589798698089892e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Female,15-24,6.209038299999997e-05,1.0847589040109479e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Female,25-34,-0.000123317606,-3.5885358881900156e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,-0.00041926321399999997,-4.947195325008706e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,-0.00017149992499999994,-2.058910096891366e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Female,65+,-0.032475790502,-4.855669579147641e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,15-24,7.738460299999999e-05,1.5706378858271412e-06
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,25-34,-0.00027514051600000005,-3.118297749271443e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,-0.000178239125,-5.209338304986861e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,-0.0009565484549999999,-6.172140217593566e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,55-64,-0.0013040493729999999,-3.6611673878083825e-07
Gondomar,União das freguesias de Charneca de Caparica e Sobreda,Male,65+,-0.00444224135,-5.589798698089892e-07
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Female,15-24,0.6598965905239996,0.0011528817631828356
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Female,25-34,-1.310619516568,-0.003813895941968349
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,-4.455929438392,-0.005257879191419253
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,-1.8227012028999996,-0.0021882096509761436
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Female,65+,-345.152701455256,-0.0051606056287181136
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,15-24,0.822443560684,0.016692739450570857
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,-2.9241934040480007,-0.00331412684792569
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,-1.8943254205,-0.005536484750540037
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,-10.16619697974,-0.006559750623258442
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,55-64,-13.859436736243998,-0.0038910886997627495
Gondomar,União das freguesias de Matosinhos e Leça da Palmeira,Male,65+,-47.212141067800005,-0.005940838056329937
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Female,15-24,2.073632521050999,0.0036227693117253635
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Female,25-34,-4.118438087582001,-0.011984633305788197
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,-14.002133557958002,-0.016522148226931578
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,-5.727582995224999,-0.006876142050588095
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Female,65+,-1084.5939753952941,-0.01621647969347938
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,15-24,2.5844135863910003,0.05245459347296904
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,-9.188867812852003,-0.010414178993241839
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,-5.952652057625,-0.017397627137164622
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,-31.945848751635,-0.020613096684697234
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,55-64,-43.551336910081,-0.012227200725063657
Gondomar,União das freguesias de Lordelo do Ouro e Massarelos,Male,65+,-148.35753436595002,-0.018668250712010812
Gondomar,Barcarena,Female,15-24,0.0,0.0
Gondomar,Barcarena,Female,25-34,-0.0,-0.0
Gondomar,Barcarena,Female,35-44,-0.0,-0.0
Gondomar,Barcarena,Female,45-54,-0.0,-0.0
Gondomar,Barcarena,Female,65+,-0.0,-0.0
Gondomar,Barcarena,Male,15-24,0.0,0.0
Gondomar,Barcarena,Male,25-34,-0.0,-0.0
Gondomar,Barcarena,Male,35-44,-0.0,-0.0
Gondomar,Barcarena,Male,45-54,-0.0,-0.0
Gondomar,Barcarena,Male,55-64,-0.0,-0.0
Gondomar,Barcarena,Male,65+,-0.0,-0.0
Gondomar,Valongo,Female,15-24,0.2023525581969999,0.000353522926817168
Gondomar,Valongo,Female,25-34,-0.401892077954,-0.0011695038459611261
Gondomar,Valongo,Female,35-44,-1.366378814426,-0.0016122909564203374
Gondomar,Valongo,Female,45-54,-0.5589182555749999,-0.0006709988005768962
Gondomar,Valongo,Female,65+,-105.83860124601802,-0.0015824627158442163
Gondomar,Valongo,Male,15-24,0.25219642117700003,0.0051187088699106535
Gondomar,Valongo,Male,25-34,-0.8966829416440002,-0.0010162532364875634
Gondomar,Valongo,Male,35-44,-0.5808813083750001,-0.0016977233535952182
Gondomar,Valongo,Male,45-54,-3.117391414845,-0.002011500496913743
Gondomar,Valongo,Male,55-64,-4.249896906607,-0.001193174451686752
Gondomar,Valongo,Male,65+,-14.477264559650001,-0.0018217153957074959
Gondomar,Ramalde,Female,15-24,0.14777511153999992,0.00025817261915460566
Gondomar,Ramalde,Female,25-34,-0.29349590228,-0.0008540715413892238
Gondomar,Ramalde,Female,35-44,-0.9978464493200001,-0.001177432487352072
Gondomar,Ramalde,Female,45-54,-0.4081698214999999,-0.0004900206030601451
Gondomar,Ramalde,Female,65+,-77.29238139476001,-0.0011556493598371387
Gondomar,Ramalde,Male,15-24,0.18417535514,0.0037381181682685964
Gondomar,Ramalde,Male,25-34,-0.6548344280800001,-0.0007421548643266035
Gondomar,Ramalde,Male,35-44,-0.4242091175,-0.0012398225165868731
Gondomar,Ramalde,Male,45-54,-2.2765853229,-0.0014689693717872688
Gondomar,Ramalde,Male,55-64,-3.10363750774,-0.0008713578382983951
Gondomar,Ramalde,Male,65+,-10.572534413000001,-0.0013303720901453944
Gondomar,União das freguesias de Caparica e Trafaria,Female,15-24,6.209038299999997e-05,1.0847589040109479e-07
Gondomar,União das freguesias de Caparica e Trafaria,Female,25-34,-0.000123317606,-3.5885358881900156e-07
Gondomar,União das freguesias de Caparica e Trafaria,Female,35-44,-0.00041926321399999997,-4.947195325008706e-07
Gondomar,União das freguesias de Caparica e Trafaria,Female,45-54,-0.00017149992499999994,-2.058910096891366e-07
Gondomar,União das freguesias de Caparica e Trafaria,Female,65+,-0.032475790502,-4.855669579147641e-07
Gondomar,União das freguesias de Caparica e Trafaria,Male,15-24,7.738460299999999e-05,1.5706378858271412e-06
Gondomar,União das freguesias de Caparica e Trafaria,Male,25-34,-0.00027514051600000005,-3.118297749271443e-07
Gondomar,União das freguesias de Caparica e Trafaria,Male,35-44,-0.000178239125,-5.209338304986861e-07
Gondomar,União das freguesias de Caparica e Trafaria,Male,45-54,-0.0009565484549999999,-6.172140217593566e-07
Gondomar,União das freguesias de Caparica e Trafaria,Male,55-64,-0.0013040493729999999,-3.6611673878083825e-07
Gondomar,União das freguesias de Caparica e Trafaria,Male,65+,-0.00444224135,-5.589798698089892e-07
Gondomar,Cidade da Maia,Female,15-24,0.060538123424999965,0.00010576399314106743
Gondomar,Cidade da Maia,Female,25-34,-0.12023466584999999,-0.0003498822490985265
Gondomar,Cidade da Maia,Female,35-44,-0.40878163365,-0.0004823515441883488
Gondomar,Cidade da Maia,Female,45-54,-0.16721242687499996,-0.00020074373444690818
Gondomar,Cidade da Maia,Female,65+,-31.663895739450002,-0.000473427783966895
Gondomar,Cidade da Maia,Male,15-24,0.07544998792499999,0.0015313719386814628
Gondomar,Cidade da Maia,Male,25-34,-0.26826200310000003,-0.00030403403055396567
Gondomar,Cidade da Maia,Male,35-44,-0.173783146875,-0.0005079104847362189
Gondomar,Cidade da Maia,Male,45-54,-0.932634743625,-0.0006017836712153726
Gondomar,Cidade da Maia,Male,55-64,-1.2714481386749998,-0.0003569638203113173
Gondomar,Cidade da Maia,Male,65+,-4.33118531625,-0.0005450053730637644
Gondomar,Paranhos,Female,15-24,4.585126423017997,0.008010510602559246
Gondomar,Paranhos,Female,25-34,-9.106511932676,-0.02649990211992799
Gondomar,Paranhos,Female,35-44,-30.960911301044,-0.036533058597059284
Gondomar,Paranhos,Female,45-54,-12.664583461549997,-0.01520422750150398
Gondomar,Paranhos,Female,65+,-2398.207225410692,-0.03585717757417367
Gondomar,Paranhos,Male,15-24,5.714543393137999,0.11598532531679107
Gondomar,Paranhos,Male,25-34,-20.318026544536004,-0.023027381559269897
Gondomar,Paranhos,Male,35-44,-13.162246424749998,-0.038468879647005974
Gondomar,Paranhos,Male,45-54,-70.63727720793,-0.045578786650841446
Gondomar,Paranhos,Male,55-64,-96.29882999855798,-0.02703625669200978
Gondomar,Paranhos,Male,65+,-328.0417547321,-0.04127842746591461
Gondomar,Ermesinde,Female,15-24,0.12455330829799993,0.00021760263614459618
Gondomar,Ermesinde,Female,25-34,-0.24737511763599998,-0.0007198602991709172
Gondomar,Ermesinde,Female,35-44,-0.841042007284,-0.0009924073821967463
Gondomar,Ermesinde,Female,45-54,-0.3440288495499999,-0.00041301736543640803
Gondomar,Ermesinde,Female,65+,-65.146435747012,-0.0009740473175770168
Gondomar,Ermesinde,Male,15-24,0.155233513618,0.003150699598969245
Gondomar,Ermesinde,Male,25-34,-0.5519318750960001,-0.0006255305285038515
Gondomar,Ermesinde,Male,35-44,-0.35754768475,-0.0010449932639803644
Gondomar,Ermesinde,Male,45-54,-1.91883620073,-0.0012381313276492692
Gondomar,Ermesinde,Male,55-64,-2.6159230422379998,-0.0007344301779943615
Gondomar,Ermesinde,Male,65+,-8.9111361481,-0.0011213136188368323
Gondomar,Alfena,Female,15-24,0.004594688341999997,8.027215889681015e-06
Gondomar,Alfena,Female,25-34,-0.009125502843999999,-2.6555165572606118e-05
Gondomar,Alfena,Female,35-44,-0.031025477835999998,-3.660924540506442e-05
Gondomar,Alfena,Female,45-54,-0.012690994449999996,-1.5235934716996108e-05
Gondomar,Alfena,Female,65+,-2.4032084971480003,-3.593195488569254e-05
Gondomar,Alfena,Male,15-24,0.005726460621999999,0.00011622720355120845
Gondomar,Alfena,Male,25-34,-0.020360398184,-2.3075403344608677e-05
Gondomar,Alfena,Male,35-44,-0.01318969525,-3.8549103456902773e-05
Gondomar,Alfena,Male,45-54,-0.07078458567,-4.567383761019238e-05
Gondomar,Alfena,Male,55-64,-0.09649965360199998,-2.7092638669782032e-05
Gondomar,Alfena,Male,65+,-0.32872585990000003,-4.1364510365865196e-05
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,15-24,0.9701622343749995,0.0016949357875171063
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,25-34,-1.92683759375,-0.0056070873252969
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,35-44,-6.55098771875,-0.007729992695326103
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,45-54,-2.6796863281249994,-0.0032170470263927593
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,65+,-507.43422659375005,-0.007586983717418189
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,15-24,1.209134421875,0.024541216966049082
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,25-34,-4.299070562500001,-0.00487234023323663
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,35-44,-2.784986328125,-0.00813959110154197
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,45-54,-14.946069609375,-0.009643969089989947
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,55-64,-20.375771453124997,-0.005720574043450598
Gondomar,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,65+,-69.41002109375,-0.008734060465765456
Gondomar,Bonfim,Female,15-24,4.036619979595998,0.0070522345867559755
Gondomar,Bonfim,Female,25-34,-8.017124201272,-0.023329789516300933
Gondomar,Bonfim,Female,35-44,-27.257140068568,-0.0321627062469466
Gondomar,Bonfim,Female,45-54,-11.149553124099997,-0.013385386321910149
Gondomar,Bonfim,Female,65+,-2111.3160921160243,-0.03156767906795464
Gondomar,Bonfim,Male,15-24,5.030927810236,0.1021103102333941
Gondomar,Bonfim,Male,25-34,-17.887435226192004,-0.020272677327563507
Gondomar,Bonfim,Male,35-44,-11.5876819945,-0.03386695018838058
Gondomar,Bonfim,Male,45-54,-62.18712815646,-0.04012631798261929
Gondomar,Bonfim,Male,55-64,-84.778857837476,-0.023801981421619857
Gondomar,Bonfim,Male,65+,-288.7989946462,-0.036340399296022
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,15-24,0.0,0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,25-34,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,35-44,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,45-54,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,65+,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,15-24,0.0,0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,25-34,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,35-44,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,45-54,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,55-64,-0.0,-0.0
Gondomar,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,65+,-0.0,-0.0
Gondomar,União das freguesias de Campo e Sobrado,Female,15-24,0.004532597958999998,7.91873999927992e-06
Gondomar,União das freguesias de Campo e Sobrado,Female,25-34,-0.009002185238,-2.6196311983787117e-05
Gondomar,União das freguesias de Campo e Sobrado,Female,35-44,-0.030606214622,-3.611452587256355e-05
Gondomar,União das freguesias de Campo e Sobrado,Female,45-54,-0.012519494524999997,-1.5030043707306971e-05
Gondomar,União das freguesias de Campo e Sobrado,Female,65+,-2.370732706646,-3.544638792777778e-05
Gondomar,União das freguesias de Campo e Sobrado,Male,15-24,0.005649076019,0.00011465656566538131
Gondomar,União das freguesias de Campo e Sobrado,Male,25-34,-0.020085257668000005,-2.2763573569681536e-05
Gondomar,União das freguesias de Campo e Sobrado,Male,35-44,-0.013011456125,-3.8028169626404085e-05
Gondomar,União das freguesias de Campo e Sobrado,Male,45-54,-0.069828037215,-4.505662358843303e-05
Gondomar,União das freguesias de Campo e Sobrado,Male,55-64,-0.09519560422899999,-2.6726521931001193e-05
Gondomar,União das freguesias de Campo e Sobrado,Male,65+,-0.32428361855,-4.080553049605621e-05
Gondomar,Água Longa,Female,15-24,0.004594688341999997,8.027215889681015e-06
Gondomar,Água Longa,Female,25-34,-0.009125502843999999,-2.6555165572606118e-05
Gondomar,Água Longa,Female,35-44,-0.031025477835999998,-3.660924540506442e-05
Gondomar,Água Longa,Female,45-54,-0.012690994449999996,-1.5235934716996108e-05
Gondomar,Água Longa,Female,65+,-2.4032084971480003,-3.593195488569254e-05
Gondomar,Água Longa,Male,15-24,0.005726460621999999,0.00011622720355120845
Gondomar,Água Longa,Male,25-34,-0.020360398184,-2.3075403344608677e-05
Gondomar,Água Longa,Male,35-44,-0.01318969525,-3.8549103456902773e-05
Gondomar,Água Longa,Male,45-54,-0.07078458567,-4.567383761019238e-05
Gondomar,Água Longa,Male,55-64,-0.09649965360199998,-2.7092638669782032e-05
Gondomar,Água Longa,Male,65+,-0.32872585990000003,-4.1364510365865196e-05
Gondomar,Baguim do Monte (Rio Tinto),Female,15-24,0.19937221981299988,0.0003483160840779154
Gondomar,Baguim do Monte (Rio Tinto),Female,25-34,-0.395972832866,-0.001152278873697814
Gondomar,Baguim do Monte (Rio Tinto),Female,35-44,-1.346254180154,-0.0015885444188602953
Gondomar,Baguim do Monte (Rio Tinto),Female,45-54,-0.5506862591749998,-0.0006611160321118175
Gondomar,Baguim do Monte (Rio Tinto),Female,65+,-104.279763301922,-0.0015591555018643075
Gondomar,Baguim do Monte (Rio Tinto),Male,15-24,0.24848196023299998,0.00504331825139095
Gondomar,Baguim do Monte (Rio Tinto),Male,25-34,-0.8834761968760001,-0.0010012854072910604
Gondomar,Baguim do Monte (Rio Tinto),Male,35-44,-0.572325830375,-0.001672718529731281
Gondomar,Baguim do Monte (Rio Tinto),Male,45-54,-3.071477089005,-0.001981874223869294
Gondomar,Baguim do Monte (Rio Tinto),Male,55-64,-4.187302536702999,-0.0011756008482252717
Gondomar,Baguim do Monte (Rio Tinto),Male,65+,-14.26403697485,-0.0017948843619566641
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,15-24,0.11374958165599995,0.0001987278312148057
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,25-34,-0.225917854192,-0.0006574197747164109
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,35-44,-0.768090208048,-0.000906326183541595
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,45-54,-0.3141878625999999,-0.00037719232975049827
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,65+,-59.49564819966401,-0.0008895586668998479
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,15-24,0.141768592696,0.002877408606835323
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,25-34,-0.5040574253120002,-0.0005712721476665284
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,35-44,-0.32653407700000003,-0.0009543507774735931
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,45-54,-1.75239676956,-0.0011307360878631413
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,55-64,-2.3890184513359998,-0.0006707258654464958
Gondomar,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,65+,-8.138186153200001,-0.0010240511214900682
Gondomar,Campanhã,Female,15-24,18.324300102108992,0.0320137302028423
Gondomar,Campanhã,Female,25-34,-36.393861835538004,-0.10590594769303022
Gondomar,Campanhã,Female,35-44,-123.73421750532201,-0.14600311259025445
Gondomar,Campanhã,Female,45-54,-50.61357236577499,-0.060763172452487066
Gondomar,Campanhã,Female,65+,-9584.352720321747,-0.14330197732067895
Gondomar,Campanhã,Male,15-24,22.837976191169002,0.46353136477896345
