,Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
1925,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-06
1926,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Águas Santas,2e-06
1927,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.0
1928,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Águas Santas,4e-06
1929,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Águas Santas,6e-06
1930,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,Águas Santas,5e-06
1931,R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,MAIA,Águas Santas,4.1e-05
1932,R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-06
1933,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Águas Santas,7e-06
1934,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Águas Santas,1.8e-05
1935,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.004481
1936,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.02051
1937,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.001258
1938,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.018655
1939,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.000679
1940,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Águas Santas,9e-06
1941,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.023487
1942,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.071607
1943,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.09864
1944,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Águas Santas,6.6e-05
1945,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.000699
1946,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Moreira,6e-06
1947,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
1948,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Moreira,0.0
1949,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
1950,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
1951,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Moreira,0.0
1952,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Moreira,1e-06
1953,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Moreira,1e-06
1954,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
1955,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Moreira,3e-06
1956,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Moreira,0.000411
1957,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Moreira,5.1e-05
1958,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Moreira,0.000718
1959,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Moreira,0.000606
1960,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Moreira,0.032153
1961,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Moreira,0.002349
1962,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Moreira,0.004031
1963,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Moreira,0.000482
1964,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Moreira,0.005307
1965,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Moreira,3.3e-05
1966,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Moreira,0.000513
1967,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Moreira,0.026477
1968,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Moreira,0.000833
1969,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,3e-06
1970,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06
1971,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06
1972,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,7.8e-05
1973,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.0
1974,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1e-06
1975,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,8e-06
1976,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,4.4e-05
1977,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1.6e-05
1978,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.001501
1979,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.036971
1980,R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.003262
1981,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.030011
1982,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.000136
1983,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,9.6e-05
1984,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.002094
1985,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.092261
1986,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,3.7e-05
1987,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.0004
1988,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.002348
1989,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.09152
1990,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,1e-06
1991,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1992,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1993,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1994,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1995,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1996,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
1997,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.000103
1998,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,2.1e-05
1999,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.4e-05
2000,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.6e-05
2001,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.001181
2002,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,6e-05
2003,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.002209
2004,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.5e-05
2005,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.000134
2006,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,3.3e-05
2007,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,3.8e-05
2008,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.001728
2009,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,9e-05
2010,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.0
2011,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06
2012,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06
2013,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-05
2014,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,7e-06
2015,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.000692
2016,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,3.7e-05
2017,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.000964
2018,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1.5e-05
2019,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1.2e-05
2020,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.001161
2021,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.001826
2022,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.00012
2023,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.00017
2024,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,9e-06
2025,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
2026,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
2027,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
2028,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
2029,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1e-06
2030,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1e-05
2031,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,6e-06
2032,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.000461
2033,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.6e-05
2034,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.001058
2035,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.9e-05
2036,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.2e-05
2037,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,2.4e-05
2038,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,8.3e-05
2039,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.6e-05
2040,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2041,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Pedrouços,2e-05
2042,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2043,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2044,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2045,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2046,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2047,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2048,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,Pedrouços,4e-06
2049,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
2050,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Pedrouços,6.9e-05
2051,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.00124
2052,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.005277
2053,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.000666
2054,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.00026
2055,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.001507
2056,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Pedrouços,1.8e-05
2057,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Pedrouços,5.7e-05
2058,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Pedrouços,3.3e-05
2059,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.000403
2060,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
2061,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Milheirós,2e-06
2062,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Milheirós,1.1e-05
2063,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Milheirós,1e-06
2064,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
2065,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
2066,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Milheirós,1e-05
2067,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001619
2068,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Milheirós,0.000169
2069,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Milheirós,0.006195
2070,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Milheirós,3.9e-05
2071,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001161
2072,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001826
2073,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Milheirós,0.000196
2074,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Milheirós,1.3e-05
2075,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Milheirós,5.6e-05
2076,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
2077,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
2078,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
2079,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
2080,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
2081,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",2e-06
2082,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",3e-06
2083,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.012696
2084,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.000867
2085,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",9e-06
2086,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.000775
2087,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",3e-05
2088,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.00013
2089,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",2.6e-05
2090,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
2091,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,7e-06
2092,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,1e-06
2093,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
2094,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,2e-06
2095,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
2096,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2097,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2098,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2099,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2100,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2101,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
2102,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.000103
2103,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,2.1e-05
2104,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.1e-05
2105,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,8e-06
2106,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,6.4e-05
2107,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,9e-06
2108,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.00077
2109,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.1e-05
2110,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,5.4e-05
2111,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,3.3e-05
2112,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.4e-05
2113,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.000444
2114,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,9e-06
2115,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
2116,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
2117,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,1e-06
2118,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
2119,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
2120,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,1e-06
2121,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
2122,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.000229
2123,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,9.2e-05
2124,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,6e-06
2125,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,8e-06
2126,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,3e-06
2127,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,2.8e-05
2128,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.001593
2129,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,5.3e-05
2130,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.00676
2131,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
2132,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
2133,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
2134,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
2135,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
2136,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
2137,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
2138,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.000229
2139,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.001166
2140,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.001625
