Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Águas Santas,7e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Águas Santas,1.8e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.004481
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.02051
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.001258
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.018655
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.000679
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Águas Santas,9e-06
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.023487
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.071607
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.09864
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Águas Santas,6.6e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.000699
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Moreira,6e-06
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Moreira,0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Moreira,0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Moreira,1e-06
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Moreira,1e-06
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Moreira,3e-06
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Moreira,0.000411
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Moreira,5.1e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Moreira,0.000718
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Moreira,0.000606
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Moreira,0.032153
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Moreira,0.002349
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Moreira,0.004031
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Moreira,0.000482
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Moreira,0.005307
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Moreira,3.3e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Moreira,0.000513
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Moreira,0.026477
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Moreira,0.000833
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,3e-06
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,7.8e-05
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,8e-06
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,4.4e-05
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1.6e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.001501
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.036971
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.003262
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.030011
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.000136
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,9.6e-05
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.002094
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.092261
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,3.7e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.0004
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.002348
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,0.09152
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,1e-06
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.000103
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,2.1e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.4e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.6e-05
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.001181
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,6e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.002209
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,5.5e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.000134
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,3.3e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,3.8e-05
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.001728
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,9e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,7e-06
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.000692
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,3.7e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.000964
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1.5e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1.2e-05
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.001161
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.001826
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.00012
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,0.00017
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,9e-06
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,6e-06
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.000461
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.6e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.001058
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.9e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.2e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,2.4e-05
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,8.3e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1.6e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Pedrouços,2e-05
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,Pedrouços,4e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,Pedrouços,6.9e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.00124
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.005277
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.000666
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.00026
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.001507
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MAIA,Pedrouços,1.8e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Pedrouços,5.7e-05
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Pedrouços,3.3e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.000403
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Milheirós,2e-06
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Milheirós,1.1e-05
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Milheirós,1e-06
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,Milheirós,1e-05
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001619
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,Milheirós,0.000169
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MAIA,Milheirós,0.006195
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,Milheirós,3.9e-05
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001161
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MAIA,Milheirós,0.001826
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,Milheirós,0.000196
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MAIA,Milheirós,1.3e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,Milheirós,5.6e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",2e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",3e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.012696
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.000867
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",9e-06
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.000775
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",3e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.00013
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",2.6e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,7e-06
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,1e-06
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,2e-06
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Foz do Sousa e Covelo,0.0
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.000103
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,2.1e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.1e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,8e-06
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,6.4e-05
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,9e-06
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.00077
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.1e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,5.4e-05
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,3.3e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,1.4e-05
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.000444
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,9e-06
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,1e-06
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,1e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.000229
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,9.2e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,6e-06
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,8e-06
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,3e-06
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,2.8e-05
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.001593
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,5.3e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.00676
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.000229
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.001166
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.001625
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.000434
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,3e-06
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1.6e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.003862
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.000127
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.000553
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-05
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.017942
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.011478
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,0.0
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,4.6e-05
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,3e-06
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,8e-06
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,1.1e-05
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,2e-06
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,TROFA,União das freguesias de Coronado (São Romão e São Mamede),0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,TROFA,União das freguesias de Coronado (São Romão e São Mamede),0.0
